Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-11-28,Tamanduateí,-23.59290,-46.5897,51218,15,65,8,11,37,21,5,43,REABASTECER
2019-12-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93316,3,65,58,12,35,18,11,28,NORMAL
2018-12-26,Consolação,-23.5581,-46.6606,112399,45,47,41,7,6,31,36,35,REABASTECER
2019-1-1,Consolação,-23.5581,-46.6606,111730,86,9,11,32,30,23,14,16,REABASTECER
2019-1-2,Consolação,-23.5581,-46.6606,115503,78,65,5,27,24,22,11,12,REABASTECER
2018-12-13,Tamanduateí,-23.59290,-46.5897,49962,46,47,27,12,14,5,26,26,REABASTECER
2018-1-5,Faria Lima,-23.5675,-46.6929,51507,46,42,37,29,26,32,30,29,NORMAL
2018-12-22,Tamanduateí,-23.59290,-46.5897,51776,48,1,29,21,23,20,35,26,REABASTECER
2019-1-16,Consolação,-23.5581,-46.6606,115468,37,45,47,35,8,10,37,35,NORMAL
2019-1-20,Consolação,-23.5581,-46.6606,113783,86,17,21,25,34,39,22,12,NORMAL
2019-1-6,Tamanduateí,-23.59290,-46.5897,50197,79,7,39,13,18,9,14,19,REABASTECER
2019-1-29,Consolação,-23.5581,-46.6606,113553,86,23,22,34,40,6,28,18,NORMAL
2018-2-9,Faria Lima,-23.5675,-46.6929,52671,76,45,65,24,4,19,14,26,REABASTECER
2018-2-14,Faria Lima,-23.5675,-46.6929,53866,31,25,27,9,23,39,36,8,NORMAL
2019-1-27,Tamanduateí,-23.59290,-46.5897,49711,51,65,30,39,21,17,22,22,NORMAL
2019-1-29,Tamanduateí,-23.59290,-46.5897,52948,25,50,17,33,13,10,11,14,NORMAL
2019-2-4,Tamanduateí,-23.59290,-46.5897,50572,64,18,52,13,39,40,35,33,NORMAL
2018-2-23,Faria Lima,-23.5675,-46.6929,54543,20,31,33,16,37,14,38,17,NORMAL
2018-2-25,Faria Lima,-23.5675,-46.6929,54685,86,18,17,6,26,10,32,11,NORMAL
2019-3-2,Consolação,-23.5581,-46.6606,112476,27,8,36,15,1,24,10,26,REABASTECER
2019-2-12,Tamanduateí,-23.59290,-46.5897,50701,65,36,65,32,13,5,9,7,REABASTECER
2019-2-13,Tamanduateí,-23.59290,-46.5897,51781,52,26,56,29,7,43,5,2,REABASTECER
2019-3-9,Consolação,-23.5581,-46.6606,112947,47,22,58,37,24,9,27,39,NORMAL
2019-2-23,Tamanduateí,-23.59290,-46.5897,53389,41,37,61,35,13,43,9,10,NORMAL
2019-3-23,Consolação,-23.5581,-46.6606,113605,86,6,39,38,20,43,6,24,REABASTECER
2018-3-20,Faria Lima,-23.5675,-46.6929,51789,78,20,45,18,23,28,29,37,NORMAL
2019-4-7,Consolação,-23.5581,-46.6606,113554,41,57,65,33,3,5,37,5,REABASTECER
2019-4-10,Consolação,-23.5581,-46.6606,114125,8,27,45,28,32,37,20,36,REABASTECER
2018-4-9,Faria Lima,-23.5675,-46.6929,54907,68,28,40,5,35,14,37,40,REABASTECER
2018-4-11,Faria Lima,-23.5675,-46.6929,53779,47,22,25,43,27,11,30,32,NORMAL
2019-3-28,Tamanduateí,-23.59290,-46.5897,50020,33,37,65,11,7,23,36,39,NORMAL
2019-3-29,Tamanduateí,-23.59290,-46.5897,50707,21,33,61,9,5,19,32,34,NORMAL
2019-3-30,Tamanduateí,-23.59290,-46.5897,51091,12,30,54,3,43,16,29,29,NORMAL
2019-4-5,Tamanduateí,-23.59290,-46.5897,51765,44,11,17,30,25,43,7,7,NORMAL
2019-5-13,Consolação,-23.5581,-46.6606,115425,24,44,55,7,36,19,17,37,NORMAL
2019-4-24,Tamanduateí,-23.59290,-46.5897,50240,22,39,24,9,31,31,19,23,NORMAL
2019-4-28,Tamanduateí,-23.59290,-46.5897,52575,73,18,58,37,11,14,6,9,REABASTECER
2019-6-12,Consolação,-23.5581,-46.6606,115025,86,49,52,20,34,6,21,6,NORMAL
2019-6-13,Consolação,-23.5581,-46.6606,113663,74,43,42,17,32,43,17,43,NORMAL
2019-5-24,Tamanduateí,-23.59290,-46.5897,52902,86,45,7,35,20,33,24,34,NORMAL
2019-5-25,Tamanduateí,-23.59290,-46.5897,52361,78,42,65,33,15,32,22,31,NORMAL
2019-5-26,Tamanduateí,-23.59290,-46.5897,52752,69,37,60,29,13,32,17,29,NORMAL
2018-6-14,Faria Lima,-23.5675,-46.6929,52811,67,46,28,43,11,17,31,37,NORMAL
2019-6-29,Consolação,-23.5581,-46.6606,114040,86,16,65,7,7,33,37,29,NORMAL
2019-7-1,Consolação,-23.5581,-46.6606,112046,61,12,50,43,43,28,28,21,NORMAL
2019-6-11,Tamanduateí,-23.59290,-46.5897,51304,86,5,8,23,37,22,43,21,REABASTECER
2019-7-9,Consolação,-23.5581,-46.6606,114405,62,41,65,15,17,43,32,31,NORMAL
2018-7-8,Faria Lima,-23.5675,-46.6929,51967,21,44,65,24,43,39,26,29,NORMAL
2018-7-13,Faria Lima,-23.5675,-46.6929,54631,54,13,32,8,25,28,3,10,NORMAL
2018-7-21,Faria Lima,-23.5675,-46.6929,52939,67,35,35,36,31,38,12,19,NORMAL
2018-7-27,Faria Lima,-23.5675,-46.6929,51569,13,65,60,20,43,19,26,34,NORMAL
2019-7-14,Tamanduateí,-23.59290,-46.5897,53357,23,19,32,12,5,6,33,22,NORMAL
2018-8-3,Faria Lima,-23.5675,-46.6929,51602,44,39,20,43,15,43,2,19,REABASTECER
2019-8-15,Consolação,-23.5581,-46.6606,115029,50,27,24,20,28,41,2,8,REABASTECER
2018-8-29,Faria Lima,-23.5675,-46.6929,53971,48,12,35,42,38,32,25,37,NORMAL
2018-9-3,Faria Lima,-23.5675,-46.6929,51881,3,53,3,34,21,14,6,23,NORMAL
2018-9-11,Faria Lima,-23.5675,-46.6929,53004,13,10,19,9,31,23,16,24,NORMAL
2019-8-25,Tamanduateí,-23.59290,-46.5897,52969,71,21,10,40,7,27,2,24,REABASTECER
2018-9-26,Faria Lima,-23.5675,-46.6929,52515,42,56,47,16,21,9,40,8,NORMAL
2019-10-5,Consolação,-23.5581,-46.6606,112564,10,34,65,9,34,25,12,20,REABASTECER
2019-10-1,Tamanduateí,-23.59290,-46.5897,50837,59,22,21,22,22,14,39,39,NORMAL
2019-10-25,Consolação,-23.5581,-46.6606,111684,62,38,60,23,40,43,18,10,NORMAL
2018-10-26,Faria Lima,-23.5675,-46.6929,51934,6,65,28,3,32,14,3,19,REABASTECER
2019-10-9,Tamanduateí,-23.59290,-46.5897,49538,66,35,27,41,34,32,11,7,NORMAL
2018-10-29,Faria Lima,-23.5675,-46.6929,52662,66,50,5,42,20,7,37,5,REABASTECER
2019-10-11,Tamanduateí,-23.59290,-46.5897,49855,43,19,16,36,26,22,43,43,NORMAL
2019-11-6,Consolação,-23.5581,-46.6606,115450,30,40,48,31,38,41,12,8,NORMAL
2019-11-21,Consolação,-23.5581,-46.6606,113630,60,15,16,26,18,33,43,31,NORMAL
2019-11-2,Tamanduateí,-23.59290,-46.5897,50162,8,33,55,39,28,40,6,38,REABASTECER
2019-11-10,Tamanduateí,-23.59290,-46.5897,49712,9,58,65,15,38,13,17,11,REABASTECER
2019-11-30,Consolação,-23.5581,-46.6606,112849,51,31,14,10,24,40,10,4,REABASTECER
2019-12-3,Consolação,-23.5581,-46.6606,112748,20,11,65,6,18,35,43,37,NORMAL
2019-11-19,Tamanduateí,-23.59290,-46.5897,51259,10,62,13,32,37,32,28,19,NORMAL
2019-12-11,Consolação,-23.5581,-46.6606,111799,38,28,12,22,32,15,13,43,NORMAL
2019-12-16,Consolação,-23.5581,-46.6606,113830,79,53,46,9,14,37,33,28,NORMAL
2019-12-17,Consolação,-23.5581,-46.6606,113900,72,47,39,9,11,34,27,26,NORMAL
2019-12-3,Tamanduateí,-23.59290,-46.5897,52429,48,32,46,40,24,34,14,6,REABASTECER
2019-12-27,Consolação,-23.5581,-46.6606,114307,52,54,33,16,14,7,33,26,NORMAL
2019-12-29,Consolação,-23.5581,-46.6606,113468,32,46,20,11,7,4,25,14,NORMAL
2019-12-10,Tamanduateí,-23.59290,-46.5897,52291,70,53,57,18,40,4,30,18,REABASTECER
2019-12-23,Tamanduateí,-23.59290,-46.5897,52300,24,48,38,23,22,8,15,13,NORMAL
2018-2-3,Tamanduateí,-23.59290,-46.5897,50789,48,61,56,3,43,20,27,2,NORMAL
2019-2-3,Faria Lima,-23.5675,-46.6929,51915,27,16,5,35,25,25,43,31,NORMAL
2019-2-10,Faria Lima,-23.5675,-46.6929,51013,43,42,19,5,37,10,22,38,NORMAL
2018-1-24,Sé,-23.55,-46.6333,193550,17,60,32,12,33,16,43,39,NORMAL
2019-2-15,Faria Lima,-23.5675,-46.6929,54950,86,10,45,31,18,43,43,22,NORMAL
2018-2-16,Tamanduateí,-23.59290,-46.5897,49723,6,60,24,43,33,24,14,35,REABASTECER
2018-2-18,Tamanduateí,-23.59290,-46.5897,53128,77,48,7,36,25,21,8,28,REABASTECER
2019-2-18,Faria Lima,-23.5675,-46.6929,54330,48,61,23,19,8,36,28,8,NORMAL
2019-2-20,Faria Lima,-23.5675,-46.6929,52384,30,51,9,15,43,32,20,43,NORMAL
2018-2-1,Sé,-23.55,-46.6333,193513,40,27,47,30,43,35,19,7,NORMAL
2018-2-16,Sé,-23.55,-46.6333,193158,71,56,7,21,16,41,3,37,NORMAL
2018-3-10,Tamanduateí,-23.59290,-46.5897,52253,37,52,55,8,23,41,41,22,NORMAL
2019-3-15,Faria Lima,-23.5675,-46.6929,52666,46,29,42,12,33,37,9,43,NORMAL
2018-2-27,Sé,-23.55,-46.6333,193690,42,52,65,38,9,18,2,34,REABASTECER
2018-2-30,Sé,-23.55,-46.6333,194575,11,32,43,29,41,43,35,22,NORMAL
2019-4-1,Faria Lima,-23.5675,-46.6929,51203,70,65,56,37,5,35,32,19,REABASTECER
2019-4-20,Faria Lima,-23.5675,-46.6929,54369,71,18,51,15,20,7,8,32,NORMAL
2018-4-14,Sé,-23.55,-46.6333,194850,25,38,19,24,30,32,24,16,NORMAL
2018-4-28,Tamanduateí,-23.59290,-46.5897,51877,13,35,56,18,4,21,32,2,REABASTECER
2018-5-10,Tamanduateí,-23.59290,-46.5897,49611,75,42,57,15,38,32,20,43,NORMAL
2019-5-24,Faria Lima,-23.5675,-46.6929,52308,19,56,65,5,5,28,7,18,REABASTECER
2018-5-18,Tamanduateí,-23.59290,-46.5897,50777,0,58,65,33,3,13,27,7,NORMAL
2018-5-11,Sé,-23.55,-46.6333,193251,42,25,29,24,11,21,6,43,REABASTECER
2019-6-14,Faria Lima,-23.5675,-46.6929,51186,74,25,48,28,24,12,11,26,NORMAL
2018-5-25,Sé,-23.55,-46.6333,192228,66,65,4,27,37,21,38,34,NORMAL
2018-6-4,Tamanduateí,-23.59290,-46.5897,51154,34,31,5,25,28,12,7,41,REABASTECER
2018-6-8,Tamanduateí,-23.59290,-46.5897,49923,86,12,44,13,12,43,31,21,NORMAL
2019-6-23,Faria Lima,-23.5675,-46.6929,51014,78,48,45,11,32,25,18,30,NORMAL
2018-6-7,Sé,-23.55,-46.6333,193423,38,65,52,35,35,26,40,30,NORMAL
2018-7-4,Tamanduateí,-23.59290,-46.5897,50462,73,46,65,24,37,37,43,34,NORMAL
2018-7-4,Sé,-23.55,-46.6333,193589,35,40,22,36,14,32,26,6,REABASTECER
2019-7-27,Faria Lima,-23.5675,-46.6929,53972,6,44,65,36,4,16,22,19,REABASTECER
2019-7-30,Faria Lima,-23.5675,-46.6929,54674,64,26,52,24,35,43,14,2,REABASTECER
2018-7-14,Sé,-23.55,-46.6333,192822,26,54,27,8,18,6,31,16,NORMAL
2019-8-6,Faria Lima,-23.5675,-46.6929,51762,86,53,4,8,11,20,34,25,NORMAL
2018-7-13,Tamanduateí,-23.59290,-46.5897,52753,64,62,65,43,37,2,43,2,REABASTECER
2019-8-10,Faria Lima,-23.5675,-46.6929,51473,50,32,45,35,37,1,17,8,NORMAL
2018-7-26,Tamanduateí,-23.59290,-46.5897,51636,8,41,35,43,24,12,27,34,NORMAL
2018-8-8,Sé,-23.55,-46.6333,192802,55,32,65,19,9,11,30,39,NORMAL
2018-8-4,Tamanduateí,-23.59290,-46.5897,51145,14,59,39,25,32,34,39,6,REABASTECER
2019-9-4,Faria Lima,-23.5675,-46.6929,54483,86,36,24,3,30,4,10,43,REABASTECER
2019-9-7,Faria Lima,-23.5675,-46.6929,53009,58,18,3,36,17,33,43,28,REABASTECER
2018-8-17,Sé,-23.55,-46.6333,193419,56,36,65,33,17,30,32,2,REABASTECER
2018-8-13,Tamanduateí,-23.59290,-46.5897,53039,4,57,36,36,33,43,43,14,REABASTECER
2018-8-14,Tamanduateí,-23.59290,-46.5897,52846,86,50,28,32,29,38,39,9,NORMAL
2019-9-15,Faria Lima,-23.5675,-46.6929,51840,63,37,12,11,27,7,7,41,NORMAL
2018-9-1,Tamanduateí,-23.59290,-46.5897,51260,86,31,42,22,43,34,15,28,NORMAL
2019-10-4,Faria Lima,-23.5675,-46.6929,51152,44,40,19,29,43,34,20,43,NORMAL
2019-10-6,Faria Lima,-23.5675,-46.6929,52600,22,28,5,25,33,22,11,36,NORMAL
2018-9-15,Sé,-23.55,-46.6333,192585,27,5,44,25,40,34,7,41,REABASTECER
2019-10-24,Faria Lima,-23.5675,-46.6929,53042,40,37,16,43,5,18,25,4,REABASTECER
2018-10-17,Sé,-23.55,-46.6333,191644,67,10,26,7,4,5,13,43,REABASTECER
2019-11-21,Faria Lima,-23.5675,-46.6929,51041,57,7,36,7,21,13,41,26,NORMAL
2018-10-27,Tamanduateí,-23.59290,-46.5897,52536,55,43,36,23,34,23,38,33,NORMAL
2019-12-3,Faria Lima,-23.5675,-46.6929,52997,40,53,8,17,12,21,30,26,NORMAL
2019-12-5,Faria Lima,-23.5675,-46.6929,54965,14,41,55,5,4,19,22,18,NORMAL
2018-11-16,Sé,-23.55,-46.6333,191385,44,6,18,6,21,16,35,21,NORMAL
2018-11-14,Tamanduateí,-23.59290,-46.5897,49864,65,16,42,8,8,17,18,8,NORMAL
2018-11-23,Tamanduateí,-23.59290,-46.5897,53151,62,36,38,23,19,40,22,18,NORMAL
2018-12-4,Sé,-23.55,-46.6333,191316,55,29,33,31,43,43,4,36,REABASTECER
2018-11-30,Tamanduateí,-23.59290,-46.5897,51541,86,56,59,4,29,13,38,36,REABASTECER
2018-12-14,Sé,-23.55,-46.6333,193549,55,33,17,15,9,19,13,5,REABASTECER
2018-12-10,Tamanduateí,-23.59290,-46.5897,52212,77,60,53,19,26,19,37,34,NORMAL
2018-12-20,Sé,-23.55,-46.6333,192422,86,49,39,39,26,41,33,21,NORMAL
2018-12-16,Tamanduateí,-23.59290,-46.5897,52360,15,34,6,43,6,37,13,10,REABASTECER
2018-12-17,Tamanduateí,-23.59290,-46.5897,53086,5,32,65,37,43,34,8,4,NORMAL
2018-1-22,Pinheiros,-23.5664,-46.703,79874,42,65,51,20,10,33,34,15,NORMAL
2018-12-29,Tamanduateí,-23.59290,-46.5897,51577,64,30,31,41,38,31,3,40,REABASTECER
2019-1-18,Sé,-23.55,-46.6333,191334,86,13,47,35,43,28,12,33,NORMAL
2019-1-15,Tamanduateí,-23.59290,-46.5897,49636,78,22,43,25,29,11,25,33,NORMAL
2019-1-16,Tamanduateí,-23.59290,-46.5897,52082,68,14,39,21,25,8,23,28,NORMAL
2019-1-22,Tamanduateí,-23.59290,-46.5897,53106,12,35,65,13,40,36,39,2,REABASTECER
2019-1-27,Tamanduateí,-23.59290,-46.5897,49711,51,65,30,39,21,17,22,22,NORMAL
2019-2-6,Tamanduateí,-23.59290,-46.5897,51330,41,7,39,7,35,29,29,24,NORMAL
2018-3-4,Pinheiros,-23.5664,-46.703,76875,55,12,22,12,12,29,35,19,NORMAL
2019-2-21,Tamanduateí,-23.59290,-46.5897,53229,59,50,4,37,23,10,15,16,REABASTECER
2019-3-1,Sé,-23.55,-46.6333,193632,28,35,19,24,38,23,12,26,NORMAL
2019-3-17,Sé,-23.55,-46.6333,192110,50,9,36,9,9,11,39,5,REABASTECER
2019-3-19,Sé,-23.55,-46.6333,193403,33,61,23,6,43,4,27,37,NORMAL
2018-4-11,Pinheiros,-23.5664,-46.703,77501,48,38,25,17,33,16,18,43,NORMAL
2018-4-18,Pinheiros,-23.5664,-46.703,78333,66,9,40,26,43,32,27,19,NORMAL
2019-3-21,Tamanduateí,-23.59290,-46.5897,52452,19,7,54,35,35,43,21,21,REABASTECER
2019-4-12,Sé,-23.55,-46.6333,194696,60,44,65,23,31,30,24,24,NORMAL
2019-4-14,Sé,-23.55,-46.6333,192920,37,29,54,14,24,25,14,16,NORMAL
2019-4-17,Sé,-23.55,-46.6333,195058,5,2,37,5,15,20,43,2,NORMAL
2019-3-30,Tamanduateí,-23.59290,-46.5897,51091,12,30,54,3,43,16,29,29,NORMAL
2019-4-2,Tamanduateí,-23.59290,-46.5897,52920,74,22,40,38,37,10,21,20,NORMAL
2019-4-7,Tamanduateí,-23.59290,-46.5897,51603,20,65,1,25,14,37,43,43,REABASTECER
2019-4-26,Sé,-23.55,-46.6333,195214,14,34,36,24,28,31,6,14,NORMAL
2019-4-13,Tamanduateí,-23.59290,-46.5897,49692,49,33,25,10,34,25,22,18,NORMAL
2018-5-16,Pinheiros,-23.5664,-46.703,79217,52,46,59,30,5,43,43,43,NORMAL
2019-5-8,Sé,-23.55,-46.6333,191682,64,13,65,24,16,41,40,43,NORMAL
2019-5-10,Sé,-23.55,-46.6333,193368,38,8,46,19,8,36,35,38,REABASTECER
2018-5-26,Pinheiros,-23.5664,-46.703,79875,38,36,55,7,5,9,12,38,REABASTECER
2019-5-17,Sé,-23.55,-46.6333,193201,51,30,65,1,17,11,4,8,NORMAL
2019-6-4,Sé,-23.55,-46.6333,192012,52,57,65,34,28,7,22,23,NORMAL
2019-5-25,Tamanduateí,-23.59290,-46.5897,52361,78,42,65,33,15,32,22,31,NORMAL
2019-6-3,Tamanduateí,-23.59290,-46.5897,53202,86,56,65,43,28,18,28,6,REABASTECER
2019-6-8,Tamanduateí,-23.59290,-46.5897,49654,27,33,28,27,7,37,11,30,NORMAL
2019-7-1,Sé,-23.55,-46.6333,194493,45,20,8,29,7,30,41,5,REABASTECER
2019-7-5,Sé,-23.55,-46.6333,192366,8,65,40,22,31,17,27,27,REABASTECER
2019-6-29,Tamanduateí,-23.59290,-46.5897,49835,86,40,13,21,11,3,17,38,REABASTECER
2019-7-5,Tamanduateí,-23.59290,-46.5897,51589,25,10,35,43,33,25,35,13,NORMAL
2019-7-6,Tamanduateí,-23.59290,-46.5897,50420,15,6,26,38,30,19,29,9,REABASTECER
2018-8-21,Pinheiros,-23.5664,-46.703,76395,76,42,12,16,28,16,23,37,NORMAL
2018-8-27,Pinheiros,-23.5664,-46.703,77741,18,65,37,42,3,39,5,17,REABASTECER
2019-8-25,Sé,-23.55,-46.6333,191346,54,35,17,27,38,28,22,39,NORMAL
2019-8-26,Sé,-23.55,-46.6333,193903,42,29,10,23,32,24,20,34,NORMAL
2019-8-29,Sé,-23.55,-46.6333,192857,10,11,59,14,21,16,8,20,NORMAL
2018-9-13,Pinheiros,-23.5664,-46.703,79256,22,28,6,28,25,29,27,38,REABASTECER
2019-8-23,Tamanduateí,-23.59290,-46.5897,51454,86,38,25,4,14,39,12,35,REABASTECER
2018-9-28,Pinheiros,-23.5664,-46.703,76893,51,62,43,31,12,17,12,18,NORMAL
2019-8-27,Tamanduateí,-23.59290,-46.5897,51201,49,8,65,34,43,21,37,13,REABASTECER
2019-10-7,Sé,-23.55,-46.6333,194674,42,12,59,43,15,28,30,27,NORMAL
2019-10-17,Sé,-23.55,-46.6333,192764,32,6,50,21,14,43,32,35,REABASTECER
2019-10-23,Sé,-23.55,-46.6333,192762,68,36,65,40,36,21,6,9,NORMAL
2018-11-12,Pinheiros,-23.5664,-46.703,79090,43,40,65,20,12,43,32,18,NORMAL
2018-11-17,Pinheiros,-23.5664,-46.703,76336,86,16,23,43,36,34,10,43,NORMAL
2018-11-23,Pinheiros,-23.5664,-46.703,77125,32,39,41,19,10,24,32,19,NORMAL
2018-11-29,Pinheiros,-23.5664,-46.703,77930,56,65,57,43,34,8,4,34,NORMAL
2019-11-24,Sé,-23.55,-46.6333,193161,48,31,52,19,10,11,9,16,NORMAL
2019-11-11,Tamanduateí,-23.59290,-46.5897,50284,86,48,61,15,32,9,15,6,REABASTECER
2019-11-12,Tamanduateí,-23.59290,-46.5897,49840,76,41,54,13,29,7,12,43,NORMAL
2018-12-22,Pinheiros,-23.5664,-46.703,76763,86,2,33,13,27,33,9,18,REABASTECER
2019-12-11,Sé,-23.55,-46.6333,192972,58,55,14,25,23,33,17,28,NORMAL
2018-12-28,Pinheiros,-23.5664,-46.703,77331,31,36,65,38,43,21,26,34,NORMAL
2019-12-22,Sé,-23.55,-46.6333,193333,33,48,2,41,17,43,15,32,REABASTECER
2019-12-24,Sé,-23.55,-46.6333,193116,9,37,61,35,9,37,7,25,REABASTECER
2019-12-15,Tamanduateí,-23.59290,-46.5897,51418,18,29,26,3,17,28,10,43,REABASTECER
2019-12-19,Tamanduateí,-23.59290,-46.5897,50275,64,10,65,39,43,18,37,23,NORMAL
2019-1-29,Pinheiros,-23.5664,-46.703,77181,54,40,43,27,12,20,35,30,NORMAL
2018-1-20,Brás,-23.5451,-46.6162,71588,64,29,60,29,8,23,4,11,REABASTECER
2018-1-21,Brás,-23.5451,-46.6162,74283,52,25,55,24,2,22,43,6,NORMAL
2018-1-13,Sé,-23.55,-46.6333,192103,54,65,49,42,43,3,43,39,REABASTECER
2018-1-16,Sé,-23.55,-46.6333,194750,21,50,25,33,29,40,33,31,NORMAL
2019-2-20,Pinheiros,-23.5664,-46.703,77292,30,48,33,41,2,43,39,34,REABASTECER
2018-1-18,Sé,-23.55,-46.6333,191411,86,32,12,27,18,31,23,21,NORMAL
2018-1-23,Sé,-23.55,-46.6333,192595,29,65,42,12,39,18,2,43,REABASTECER
2018-2-13,Brás,-23.5451,-46.6162,74259,11,27,34,7,10,35,43,31,REABASTECER
2019-2-28,Pinheiros,-23.5664,-46.703,78784,45,5,45,8,11,10,12,5,NORMAL
2018-2-14,Brás,-23.5451,-46.6162,71358,86,24,27,1,8,33,38,25,REABASTECER
2019-3-1,Pinheiros,-23.5664,-46.703,79499,14,53,23,38,43,43,43,34,NORMAL
2018-2-10,Sé,-23.55,-46.6333,191926,33,35,52,43,4,18,26,16,NORMAL
2018-2-29,Brás,-23.5451,-46.6162,70771,12,65,56,43,32,26,20,13,NORMAL
2018-2-16,Sé,-23.55,-46.6333,193158,71,56,7,21,16,41,3,37,NORMAL
2018-3-5,Brás,-23.5451,-46.6162,70692,37,30,15,17,6,9,43,28,REABASTECER
2018-3-12,Brás,-23.5451,-46.6162,71279,60,61,32,32,18,31,11,3,NORMAL
2019-4-2,Pinheiros,-23.5664,-46.703,77405,76,12,65,22,37,21,43,14,NORMAL
2019-4-15,Pinheiros,-23.5664,-46.703,77539,25,17,34,26,31,27,43,5,REABASTECER
2018-4-1,Brás,-23.5451,-46.6162,73424,34,12,32,12,34,15,13,18,NORMAL
2019-4-22,Pinheiros,-23.5664,-46.703,77880,34,42,53,3,6,13,14,14,REABASTECER
2018-3-22,Sé,-23.55,-46.6333,194054,57,40,46,1,31,21,28,16,REABASTECER
2019-5-2,Pinheiros,-23.5664,-46.703,76178,19,30,43,16,13,21,24,13,NORMAL
2018-4-14,Sé,-23.55,-46.6333,194850,25,38,19,24,30,32,24,16,NORMAL
2018-4-15,Sé,-23.55,-46.6333,192751,17,33,12,19,26,28,19,11,NORMAL
2018-5-9,Brás,-23.5451,-46.6162,73845,35,35,31,5,43,39,33,30,REABASTECER
2019-6-12,Pinheiros,-23.5664,-46.703,77069,54,13,22,37,31,23,22,21,NORMAL
2019-6-15,Pinheiros,-23.5664,-46.703,79301,27,65,65,27,17,13,7,9,NORMAL
2018-6-20,Brás,-23.5451,-46.6162,73248,86,39,18,19,36,39,31,40,NORMAL
2018-6-5,Sé,-23.55,-46.6333,195010,61,10,65,43,43,32,6,38,REABASTECER
2018-6-24,Sé,-23.55,-46.6333,192136,49,30,20,29,9,18,14,43,NORMAL
2018-7-15,Brás,-23.5451,-46.6162,72400,6,65,54,31,16,12,20,14,NORMAL
2019-8-3,Pinheiros,-23.5664,-46.703,77628,86,20,65,36,31,11,37,43,NORMAL
2019-8-6,Pinheiros,-23.5664,-46.703,78295,58,8,47,20,20,4,28,29,NORMAL
2019-8-9,Pinheiros,-23.5664,-46.703,77778,22,54,23,8,12,31,18,20,NORMAL
2019-8-16,Pinheiros,-23.5664,-46.703,76411,44,9,32,32,24,43,33,34,REABASTECER
2018-7-16,Sé,-23.55,-46.6333,193088,2,40,16,43,9,40,24,9,NORMAL
2019-8-21,Pinheiros,-23.5664,-46.703,78254,86,42,65,15,43,25,15,15,NORMAL
2019-8-22,Pinheiros,-23.5664,-46.703,77385,74,35,58,9,41,23,10,12,NORMAL
2018-7-19,Sé,-23.55,-46.6333,195238,65,10,65,32,43,29,13,38,NORMAL
2019-8-25,Pinheiros,-23.5664,-46.703,79947,50,19,36,4,27,10,41,38,REABASTECER
2018-7-23,Sé,-23.55,-46.6333,192316,22,54,39,22,25,16,41,20,NORMAL
2018-8-18,Brás,-23.5451,-46.6162,73513,23,60,40,23,12,34,28,38,NORMAL
2018-8-2,Sé,-23.55,-46.6333,195152,28,65,43,28,27,27,12,27,NORMAL
2018-8-4,Sé,-23.55,-46.6333,193845,7,53,27,25,21,19,4,18,REABASTECER
2018-8-24,Brás,-23.5451,-46.6162,73900,48,33,65,6,32,15,3,14,NORMAL
2018-9-1,Brás,-23.5451,-46.6162,73585,65,58,24,28,6,39,13,31,NORMAL
2019-9-29,Pinheiros,-23.5664,-46.703,76099,86,61,65,19,9,32,35,33,NORMAL
2019-10-1,Pinheiros,-23.5664,-46.703,78094,66,49,51,13,3,26,30,27,REABASTECER
2018-9-24,Brás,-23.5451,-46.6162,73504,6,4,65,43,29,2,12,27,NORMAL
2018-10-2,Brás,-23.5451,-46.6162,71363,17,31,15,23,41,18,22,32,NORMAL
2019-11-6,Pinheiros,-23.5664,-46.703,77582,86,34,10,27,32,21,19,34,NORMAL
2019-11-7,Pinheiros,-23.5664,-46.703,78072,79,24,5,25,26,15,16,28,REABASTECER
2018-10-22,Brás,-23.5451,-46.6162,73410,78,27,12,2,2,42,20,24,NORMAL
2018-10-23,Brás,-23.5451,-46.6162,70611,67,24,8,43,43,41,17,20,NORMAL
2019-11-15,Pinheiros,-23.5664,-46.703,76742,3,40,20,42,28,30,32,43,REABASTECER
2019-11-16,Pinheiros,-23.5664,-46.703,79554,86,34,11,38,26,27,28,41,NORMAL
2018-11-22,Brás,-23.5451,-46.6162,71556,37,45,5,14,40,38,26,33,REABASTECER
2018-11-5,Sé,-23.55,-46.6333,193790,65,53,30,40,17,7,33,20,NORMAL
2018-11-26,Brás,-23.5451,-46.6162,73009,86,17,48,7,23,23,13,12,NORMAL
2018-1-2,Butantã,-23.5844,-46.7252,64526,73,57,55,43,37,43,41,41,NORMAL
2018-11-27,Sé,-23.55,-46.6333,192615,36,3,19,8,26,23,27,17,REABASTECER
2018-1-6,Butantã,-23.5844,-46.7252,67524,27,31,21,34,21,38,23,25,NORMAL
2018-12-14,Sé,-23.55,-46.6333,193549,55,33,17,15,9,19,13,5,REABASTECER
2018-1-21,Butantã,-23.5844,-46.7252,65270,49,65,55,29,43,28,12,9,NORMAL
2018-12-16,Sé,-23.55,-46.6333,192563,39,17,65,7,43,13,4,39,REABASTECER
